Performance,Storage capacity,Camera quality,Battery life,Weight,age,Price
23.300600516973223,32,12.431075182268636,1622.031663646692,200.51721396809137,4.775773731746414,74.26961321215447
35.734309352651906,64,18.05705308236405,1890.08518659946,146.396101140187,5.519490895474938,66.80302685287555
72.03556685369789,256,48.54547172140582,3804.895558466352,182.246560849609,1.9583658240518955,461.95070334012433
89.96683133706911,512,70.52006632056248,3221.029718087328,170.22301162394126,0.2731689998328186,744.2709446272621
47.12848440313401,32,30.113372860003388,1800.2638008902095,223.1472618229349,7.301764417871927,39.03623399899244
70.86154651186956,512,90.12901313279352,3288.325135510692,163.91132354311878,0.9718334795820588,598.426340511845
72.55623776147696,512,67.67220983363188,3549.211314807076,217.02157779023105,1.9145036995297235,647.6632922575493
92.98242337226904,512,67.01811632360605,5595.223343213655,137.03941475314844,0.5437185436393779,754.2351498631563
59.20171490503074,64,43.12998905828051,2487.6602582615906,179.47393971375018,0.799861499675165,346.6103249315753
48.26359361460706,32,24.54987834355185,1831.9338518689235,230.5020935685072,6.076280334651314,59.90368499988731
74.10384572351062,512,105.80643081963817,3857.003782341862,162.85391401166757,0.6735740445712655,696.1227772285017
68.26219201495624,256,31.211634828399912,2819.3646523420857,182.80607952304536,5.313307098989323,357.27343459216274
0.4026683729205338,16,11.4200584424527,1764.9448661341278,178.54944664633751,4.484492271628648,7.29135987435149
31.641179022830112,64,25.244628121223887,1958.205186695981,247.03391125450636,4.623301840463969,51.084538894251054
8.86268032173273,32,9.332664343660865,1862.140917858832,170.46913592793493,1.7879843694387765,95.96164589027568
24.802526355572173,32,11.741812326093225,1607.3715809935352,227.3903657899784,7.718994582743881,12.963042239473054
94.40288862684008,1024,52.37442982418528,5078.628526837407,122.52120304919605,1.0390560723248825,929.3402033540168
45.462790778777794,64,19.50984685392593,1974.1851248506864,163.032539507694,3.680605578821166,139.8823780132556
34.39209039316636,32,25.579928800269677,1911.715994708816,124.51797425288034,0.5810823475647986,153.58963185156293
96.43916916652704,512,81.24113105906129,4936.268017161247,203.12631195531168,0.3443617175961173,869.0856580739699
30.608881699104284,32,28.10862685917384,1915.0645307184,123.52748729868117,5.015085662762693,53.57534422087833
98.48956580026908,1024,83.00628176245469,3841.960978412227,172.7778475668755,0.4905624537717648,928.1074176393272
3.671887352173653,16,9.082498348907944,1887.9624139060168,206.435077009078,1.263884634957241,72.31312085848234
47.68397493812182,64,21.42753996507469,1885.4044933848024,222.3962396868776,2.8837206675848077,132.94717235727924
32.715739512226946,64,17.96215047467453,1851.1912136269952,167.35008378287,0.026515835381379,155.39576100287965
73.83100524779206,256,97.46666163298065,3430.975976252328,155.60631126600626,1.8070887625234664,523.7398125131585
97.28206480978464,1024,151.24625187109137,4965.148882332555,213.2557689513742,0.4975927643137297,1099.1626710119638
40.88295971576926,32,27.29899542100961,1953.6201200186497,201.6458154487348,2.078602129040825,128.05682375721025
52.6742735664112,64,29.62365723425344,2423.5368901154548,241.12604092680849,1.4503384194155424,287.4630617348532
45.05121216407435,64,22.69440572273616,1884.074843433718,239.14972288136008,6.620873897954826,61.84541037702297
48.300968893293785,64,12.62926596686477,1874.765668942828,164.36004965682042,6.516086094976311,77.53140133002232
23.699579068267507,16,11.729817646454933,1604.292624864368,216.38756505753437,2.2989330713829603,113.64629545278711
40.850083822969886,32,17.931986317321574,1980.173935614329,197.18080817398976,7.470797054982864,23.067732173844465
17.383241361702062,16,8.50860519946917,1263.4267850335332,197.91791113092265,2.0913272667220584,95.99317802685444
71.15736261062486,256,100.77276942808028,3882.86319598104,127.6652861507871,1.866685935449331,572.7427848837581
89.04981224579558,512,133.162686541158,5842.987952110796,170.42457518227303,1.6256778509051009,840.3338155795147
69.68168687516524,256,27.072911513725536,2365.570057324059,195.4864987819168,4.146082512887498,376.0339180750466
39.88792302594414,32,19.936655927881173,1977.7054354314848,146.44526345434562,7.611965652745545,28.543802154844315
39.11990357199437,64,27.29632187577641,1868.962825590865,145.85130845344696,0.5937189722648153,171.40328434546555
70.79576845990724,512,51.215881909608335,3901.855384763868,128.61571549050072,0.3818502127146523,585.7865257116478
51.93846590376021,64,43.13038651439028,2363.6910868900054,163.62531851966213,1.2135638608730113,325.7216799843243
86.27375754394183,1024,190.4586295595443,5557.858537445924,209.1005755310897,0.9770825665750152,1044.277185268571
69.18514758654285,64,25.69667932590505,2176.2003052380587,240.64494714606425,3.888420930733567,275.0570499795497
72.67772634606267,512,66.77388258787717,3503.329764435504,236.14479091819905,1.9251178028660392,654.0155138347177
36.16355611538646,32,24.96739363144897,1985.080245497929,162.41985685169843,3.2308603776062714,102.75910402022734
29.485291381295745,32,8.178420113268187,1781.8143010354315,221.4477910147105,4.579095086514232,89.89730111900484
34.96800181665297,32,24.717738376046405,1907.4609768422945,221.23832108112688,4.094207369397458,72.35537059557278
63.73962612399102,64,35.945079939829014,2700.0834613874863,181.860755969116,5.700281531118289,282.85773808141494
90.71117931469269,512,92.12331377000548,5298.9926343889165,199.44921892402036,1.538714647607227,831.4804866466243
61.68132656275274,256,46.79796320664152,2906.3794376275573,197.0342440983393,3.296740029714543,408.153456253401
41.72906504528427,32,31.78417177628302,1971.570306061168,142.65256582760506,3.890890362117318,104.486578935173
96.3903663315959,512,103.32337386782817,4866.502564781025,224.92880910936177,1.8213671554694792,787.8838885035268
26.352762078769487,32,8.957661042475348,1152.0666119619043,225.17470596323528,5.568301446098788,47.62327600594646
54.13870668588724,64,16.845880037692368,2884.7921490745557,198.2567171397852,3.449139442887692,244.26200545755984
26.67689586108396,16,12.40355867206209,1896.116228138349,175.99377701131374,4.49690847598318,93.72725328656664
52.51259882815037,256,47.82815965213466,2905.1008110767607,176.29492942949167,4.993444224762629,313.3236926152646
61.46013638882465,256,36.3834023123779,2806.353029701345,189.81472624575093,1.3310257539429529,445.9950729665854
27.940388128737105,16,11.846727785223443,1775.0980269244585,147.51419072167127,5.421837356445127,75.47044807941539
25.744149413170025,16,14.16286281089928,1503.406219818031,245.6314169765832,3.357508853941306,85.1810251499952
2.6162970514419737,16,13.89725947679302,1435.7187816599258,207.1188190684308,3.316556166536012,25.826933368629103
82.86816644724018,512,105.0331333530724,3889.571066203996,161.84981617351025,0.1586755776262327,752.7589220540348
91.61592740949426,1024,169.45743287400336,3721.9508985464527,183.90005526237144,1.8963030236034728,972.8758967530356
76.80419973534086,512,83.9789482541875,3670.618192198259,211.04094006539464,0.0501157826219758,632.6086983469307
44.01139192454811,32,19.823903797051035,1979.303470946922,174.53272186764906,7.986671259326209,28.71105969336717
32.261619871279215,64,19.21273377060548,1888.371505756523,214.76118261734808,6.060621100717101,31.500567991015288
48.744809114901685,64,28.878761568185823,1869.2304284891331,226.78230303279764,5.529524814343259,91.59608452493238
27.583396476311197,16,8.020687892561002,1773.811869079281,137.4695104164048,7.9367912960418066,31.8069270336542
21.42220441239592,16,9.734474187871744,1336.672562482249,156.87943816245684,5.146796830511637,51.252974382108725
40.17447587290596,64,18.34178610802671,1880.2447841550904,141.92870135619685,5.264234780941635,84.5667845805528
99.0340210796617,512,191.4625572266764,4151.7534872900615,185.70333909581765,0.1487708057566827,870.0803646417202
52.2721414835061,64,37.64191585601354,2223.584620412311,213.48134811059924,4.797227144756143,201.7906166532514
65.93507660067688,64,32.53974476940098,2959.8562917712798,142.85231017947865,1.9034961771506735,366.09000079092783
31.745279461609176,64,27.64116038766941,1887.6510379187316,184.7521419569265,6.777377423882655,23.944585327977123
87.71431156148216,1024,155.74448903057544,4028.4767006543416,179.41918430626785,1.7632573260464697,901.779214707812
57.69495817830415,64,26.93431120160832,2595.013476333352,196.15072099838903,4.000640713789119,254.09861182268932
19.153222300786275,32,8.911372396511144,1062.19021368596,157.76833041329533,7.258399766110551,6.603036856058293
47.30033169562054,32,13.098696017089496,1898.0126108597249,235.0593649446705,0.3157685960199741,178.01068058953703
74.68810156735445,512,78.27256516573132,3067.685044370435,179.82211539044962,1.6822626209938916,598.7798735962604
26.993033112897347,16,10.6277551703301,1149.4132789974335,225.7806889054314,4.305945352098198,74.97195470244849
